rights_id,track_id,owner_name,valid_from,valid_to
R00854,T00499,West-Stokes,2023-04-11,2025-01-21
R00855,T00627,"Wood, Davis and Conley",2023-02-07,2025-10-17
R00856,T00368,"Gibson, Ray and Richards",2022-10-02,2023-10-12
R00857,T00964,"Holland, Clark and Fernandez",2022-06-27,2025-01-06
R00858,T00492,"Chandler, Hill and Fry",2022-06-16,2022-08-02
R00859,T00585,Davis and Sons,2022-10-31,2024-05-13
R00860,T00596,"Jones, Moore and Thomas",2022-05-25,2024-09-11
R00861,T00523,Mills and Sons,2022-09-07,2023-04-18
R00862,T00432,"Waters, Allen and Holder",2022-05-19,2025-02-08
R00863,T00511,"Roberts, Curtis and Garcia",2023-06-26,2024-09-29
R00864,T00559,Taylor-Lucas,2022-11-07,2025-03-26
R00865,T00287,Ross-Doyle,2023-01-17,2025-06-26
R00866,T00991,"Rios, Pope and Singh",2022-06-08,2023-04-22
R00867,T00764,Newman-Cobb,2023-03-07,2024-08-05
R00868,T00141,Lewis Inc,2022-10-11,2025-07-06
R00869,T00998,"Hammond, Cantu and Gonzales",2023-01-25,2023-11-24
R00870,T00463,Johnson PLC,2022-12-07,2025-01-27
R00871,T00590,White-Hatfield,2023-06-18,2023-07-31
R00872,T00050,Freeman LLC,2022-06-12,2022-09-29
R00873,T00521,Williams-Peterson,2023-02-27,2023-08-11
R00874,T00095,"Taylor, Wheeler and Armstrong",2023-12-01,2024-02-23
R00875,T00098,"Pace, Macias and Everett",2023-06-03,2025-09-10
R00876,T00653,Hunter-Edwards,2023-12-16,2025-12-21
R00877,T00053,Nelson LLC,2023-11-08,2025-12-16
R00878,T00876,"Jimenez, Alvarez and Rose",2022-11-26,2024-04-17
R00879,T00241,"Young, Walton and Castillo",2024-01-17,2025-10-24
R00880,T00288,Cole and Sons,2023-05-13,2025-03-15
R00881,T00589,Allen Inc,2023-07-01,2024-07-08
R00882,T00386,Adams-Edwards,2022-08-14,2022-11-01
R00883,T00917,Huff LLC,2022-12-05,2023-11-01
R00884,T00637,"Bryan, Shields and Carey",2023-11-24,2026-08-20
R00885,T00360,"Hardin, Bell and Howard",2023-12-15,2026-06-06
R00886,T00172,Carter-Mcdonald,2023-12-12,2025-01-07
R00887,T00973,"Mendoza, Jackson and Thomas",2023-05-01,2025-02-12
R00888,T00693,"Yates, Freeman and Stuart",2023-04-23,2023-09-07
R00889,T00150,Deleon LLC,2022-11-30,2024-01-13
R00890,T00902,"Rivas, Donaldson and Arellano",2023-08-05,2024-04-15
R00891,T00385,Conley Ltd,2022-05-21,2022-07-06
R00892,T00573,"Combs, Andersen and Mendez",2022-09-13,2023-07-11
R00893,T00907,Forbes-Thompson,2022-12-23,2024-08-16
R00894,T00120,"Gutierrez, Cabrera and Evans",2023-03-26,2025-12-17
R00895,T00361,Montoya Inc,2023-12-23,2024-03-18
R00896,T00656,"Smith, Olsen and Smith",2023-08-06,2024-10-05
R00897,T00654,Lee Group,2023-10-31,2025-03-22
R00898,T00027,"Gonzales, Roberts and Tucker",2022-07-21,2024-03-05
R00899,T00782,Hill Group,2023-09-10,2025-10-26
R00900,T00398,Gonzalez PLC,2024-02-03,2025-12-11
R00901,T00735,"Roberts, Duncan and Ward",2023-02-10,2024-12-10
R00902,T00736,"Newman, Winters and Ryan",2023-10-13,2025-07-17
R00903,T00134,"Morgan, Moore and Lane",2024-01-11,2024-05-13
R00904,T00811,"Watkins, Ramsey and Kane",2022-06-02,2023-06-07
R00905,T00016,"Bruce, Torres and Fry",2022-09-06,2022-11-26
R00906,T00657,Lucas-Hicks,2023-05-04,2025-08-29
R00907,T00791,Garza Inc,2023-08-28,2025-09-24
R00908,T00985,Preston LLC,2023-04-24,2024-01-16
R00909,T00219,"Chan, Coleman and Medina",2023-06-27,2025-07-31
R00910,T00875,"Walker, Hoover and Faulkner",2024-02-17,2025-06-23
R00911,T00289,Rogers Group,2022-09-22,2025-03-15
R00912,T00075,Valentine-Webb,2023-01-26,2023-07-28
R00913,T00662,Olson Ltd,2022-09-25,2023-02-03
R00914,T00251,Cruz Inc,2022-10-05,2023-11-22
R00915,T00020,Gutierrez-Gray,2023-01-06,2025-09-23
R00916,T00265,Pierce LLC,2022-06-16,2024-01-31
R00917,T00232,"Sanders, Lee and Garcia",2023-10-17,2024-01-23
R00918,T00363,Wilson Inc,2022-07-19,2024-03-13
R00919,T00982,Allison-Simpson,2023-06-15,2024-01-20
R00920,T00754,Allen-Williams,2023-04-09,2024-09-03
R00921,T00881,Gardner-Miller,2024-03-16,2024-11-13
R00922,T00733,Johnson-Stewart,2023-04-20,2024-01-31
R00923,T00085,Chandler-Singleton,2023-12-30,2025-04-25
R00924,T00127,Thompson and Sons,2022-12-13,2025-05-05
R00925,T00826,"Butler, Evans and Colon",2023-04-06,2024-09-28
R00926,T00917,Smith and Sons,2023-04-02,2025-08-19
R00927,T00748,Walker-Murray,2023-08-01,2024-10-01
R00928,T00577,"Rowe, Porter and Anderson",2023-04-17,2024-01-12
R00929,T00275,"Hubbard, Norton and Moody",2024-01-09,2026-06-12
R00930,T00634,"Graham, Erickson and Herrera",2023-12-22,2024-11-28
R00931,T00452,Morris-Russo,2023-02-26,2023-04-29
R00932,T00207,Campbell-Perry,2023-06-03,2026-01-10
R00933,T00716,Young-Peterson,2023-11-28,2025-04-14
R00934,T00316,Wright-Scott,2022-10-12,2023-02-19
R00935,T00556,Gray Inc,2023-03-02,2025-06-26
R00936,T00532,"Hancock, Hansen and Rios",2022-06-07,2022-10-26
R00937,T00522,Richards-Newman,2023-03-06,2023-09-10
R00938,T00015,Price Ltd,2023-03-09,2023-11-17
R00939,T00941,Hicks-Santiago,2022-07-31,2024-09-16
R00940,T00282,"Craig, Salas and Hernandez",2022-06-03,2024-04-20
R00941,T00183,"Moore, Stone and Allen",2022-04-07,2022-07-05
R00942,T00151,Nguyen-Burnett,2022-09-06,2025-05-04
R00943,T00086,"Mcdaniel, Perry and Daniels",2023-08-27,2024-05-30
R00944,T00803,"Franco, Stein and Reed",2023-06-17,2024-04-02
R00945,T00918,Campbell LLC,2022-05-16,2024-01-25
R00946,T00817,Howard-Walker,2024-01-16,2025-11-04
R00947,T00902,Taylor-Mills,2023-12-17,2026-05-01
R00948,T00817,Benton-Hernandez,2023-10-29,2025-12-12
R00949,T00882,Willis Group,2022-05-12,2024-12-15
R00950,T00965,"Johnston, Parks and Good",2022-06-05,2024-10-18
R00951,T00775,Fowler-Tucker,2023-01-08,2025-01-21
R00952,T00980,Johnson-Prince,2023-12-13,2025-12-16
R00953,T00917,Smith-Galvan,2024-02-14,2025-11-06
R00954,T00321,"Harvey, White and Rivera",2024-02-06,2026-09-12
R00955,T00975,Perez-Graham,2022-05-03,2024-03-24
R00956,T00758,Morgan PLC,2023-07-14,2026-03-30
R00957,T00750,Mack-Stone,2023-12-26,2025-11-25
R00958,T00245,Owens LLC,2023-02-06,2025-06-17
R00959,T00991,Williams PLC,2023-12-09,2024-07-11
R00960,T00769,Cole-Webb,2023-03-07,2023-11-28
R00961,T00138,Lin-Mitchell,2022-06-29,2023-05-11
R00962,T00436,"Phillips, Boyd and Fisher",2022-12-12,2025-03-17
R00963,T00468,"Hanson, Patterson and Little",2023-06-12,2026-02-07
R00964,T00343,"Mora, Mitchell and Davis",2024-03-03,2026-10-27
R00965,T00808,"Cooper, Benson and Rubio",2023-01-29,2023-06-28
R00966,T00286,Murphy and Sons,2022-11-22,2023-08-08
R00967,T00237,Barrera-Schneider,2023-03-22,2024-10-25
R00968,T00562,West Group,2023-11-15,2024-07-18
R00969,T00452,Haynes Ltd,2023-10-27,2024-10-09
R00970,T00357,Carpenter-Yates,2023-06-28,2023-10-16
R00971,T00028,Jones-Hayes,2023-10-24,2025-01-05
R00972,T00713,Juarez Ltd,2022-09-08,2025-04-22
R00973,T00307,"Smith, Porter and Tran",2023-10-19,2024-11-09
R00974,T00941,"Johnson, Ramirez and Martinez",2022-07-04,2023-09-12
R00975,T00315,Jackson and Sons,2022-10-06,2024-07-28
R00976,T00342,Johnson-Shepard,2022-06-18,2024-07-19
R00977,T00365,Davis-Thompson,2022-08-17,2023-05-01
R00978,T00735,"Ward, Nelson and Fowler",2022-06-30,2023-11-23
R00979,T00326,"Hart, Morales and Johnson",2023-08-02,2025-11-20
R00980,T00822,Weber and Sons,2023-09-22,2024-08-13
R00981,T00310,"Butler, Baxter and Bryan",2023-07-15,2025-07-05
R00982,T00506,Kelly Group,2022-12-20,2024-03-17
R00983,T00600,Gray Ltd,2023-01-27,2025-05-26
R00984,T00729,Graham-Edwards,2024-01-04,2025-04-16
R00985,T00721,"Rivera, Garcia and Richards",2022-06-26,2025-01-03
R00986,T00250,Henderson Ltd,2023-07-25,2024-02-28
R00987,T00183,Velazquez Inc,2022-08-01,2023-11-08
R00988,T00718,Watkins-Everett,2023-12-11,2025-01-18
R00989,T00702,"Randolph, Booth and Shepherd",2023-11-04,2024-07-24
R00990,T00039,Smith Group,2022-07-07,2024-06-06
R00991,T00364,"Sharp, Jones and Williams",2023-01-07,2024-08-30
R00992,T00063,Rivera-Paul,2023-11-30,2024-11-19
R00993,T00397,"Campbell, Young and Valencia",2022-09-12,2024-11-28
R00994,T00268,Lawrence-Franklin,2023-12-28,2025-08-18
R00995,T00801,"Martin, Matthews and Nelson",2023-07-21,2026-03-15
R00996,T00433,"Andrade, Williams and Scott",2022-09-06,2025-01-25
R00997,T00377,Johnson PLC,2023-06-16,2026-02-28
R00998,T00686,Gilmore-Smith,2022-10-14,2023-11-23
R00999,T00086,"Villanueva, Sims and Hanson",2023-07-17,2024-06-20
R01000,T00587,Johnson Ltd,2022-11-08,2023-08-10
